000001,2004-01-27,007888,313.24,25.84,339.08
000002,2004-01-01,004858,54.90,4.53,59.43
000003,2004-01-17,015399,160.10,13.21,173.31
000004,2004-01-28,017019,106.67,8.80,115.47
000005,2004-01-09,014771,256.00,21.12,277.12
000006,2004-01-11,013734,382.59,31.56,414.15
000007,2004-01-05,017622,256.44,21.16,277.60
000008,2004-01-18,008331,67.85,5.60,73.45
000009,2004-01-06,014902,29.82,2.46,32.28
000010,2004-01-18,015112,20.78,1.71,22.49
000011,2004-01-31,001082,348.22,28.73,376.95
000012,2004-01-19,003608,65.26,5.38,70.64
000013,2004-01-17,015146,121.72,10.04,131.76
000014,2004-01-28,001540,259.89,21.44,281.33
000015,2004-01-03,012662,89.47,7.38,96.85
000016,2004-01-14,000065,137.98,11.38,149.36
000017,2004-01-21,012753,138.85,11.46,150.31
000018,2004-01-23,004045,368.37,30.39,398.76
000019,2004-01-25,005768,131.86,10.88,142.74
000020,2004-01-06,008730,383.46,31.64,415.10
000021,2004-01-06,005479,345.84,28.53,374.37
000022,2004-01-26,014486,71.29,5.88,77.17
000023,2004-01-11,018638,363.40,29.98,393.38
000024,2004-01-12,005766,132.56,10.94,143.50
000025,2004-01-19,005310,263.50,21.74,285.24
000026,2004-01-31,006765,359.03,29.62,388.65
000027,2004-01-10,002294,346.22,28.56,374.78
000028,2004-01-02,001069,183.09,15.10,198.19
000029,2004-01-08,016597,28.04,2.31,30.35
000030,2004-01-15,004510,330.71,27.28,357.99
000031,2004-01-08,015566,250.39,20.66,271.05
000032,2004-01-18,000292,152.09,12.55,164.64
000033,2004-01-22,006240,258.36,21.31,279.67
000034,2004-01-20,012854,207.41,17.11,224.52
000035,2004-01-06,012380,280.13,23.11,303.24
000036,2004-01-28,003726,62.86,5.19,68.05
000037,2004-01-08,018532,220.58,18.20,238.78
000038,2004-01-15,003340,318.20,26.25,344.45
000039,2004-01-16,000970,325.75,26.87,352.62
000040,2004-01-18,016259,233.08,19.23,252.31
000041,2004-01-23,009258,175.43,14.47,189.90
000042,2004-01-29,005152,304.65,25.13,329.78
000043,2004-01-21,011927,23.55,1.94,25.49
000044,2004-01-16,015905,255.61,21.09,276.70
000045,2004-01-20,003525,50.67,4.18,54.85
000046,2004-01-29,002018,245.70,20.27,265.97
000047,2004-01-14,005864,97.63,8.05,105.68
000048,2004-01-24,016067,279.49,23.06,302.55
000049,2004-01-28,018911,22.41,1.85,24.26
000050,2004-01-07,010453,160.40,13.23,173.63
000051,2004-01-07,015185,103.25,8.52,111.77
000052,2004-01-17,016427,383.59,31.65,415.24
000053,2004-01-29,000868,33.77,2.79,36.56
000054,2004-01-15,015146,311.01,25.66,336.67
000055,2004-01-24,018452,38.57,3.18,41.75
000056,2004-01-15,008688,261.62,21.58,283.20
000057,2004-01-04,017614,232.98,19.22,252.20
000058,2004-01-24,002442,15.31,1.26,16.57
000059,2004-01-03,015606,314.38,25.94,340.32
000060,2004-01-26,011554,368.63,30.41,399.04
000061,2004-01-26,007747,298.92,24.66,323.58
000062,2004-01-06,013335,125.20,10.33,135.53
000063,2004-01-15,005407,79.89,6.59,86.48
000064,2004-01-05,005893,224.41,18.51,242.92
000065,2004-01-09,001536,352.01,29.04,381.05
000066,2004-01-21,002014,130.29,10.75,141.04
000067,2004-01-10,004489,98.43,8.12,106.55
000068,2004-01-09,016173,260.20,21.47,281.67
000069,2004-01-13,003870,335.20,27.65,362.85
000070,2004-01-15,012808,286.84,23.66,310.50
000071,2004-01-16,008529,137.41,11.34,148.75
000072,2004-01-28,019733,208.51,17.20,225.71
000073,2004-01-12,002807,170.63,14.08,184.71
000074,2004-01-04,017382,63.73,5.26,68.99
000075,2004-01-25,012456,29.46,2.43,31.89
000076,2004-01-15,007691,143.30,11.82,155.12
000077,2004-01-23,007011,348.82,28.78,377.60
000078,2004-01-01,019921,145.50,12.00,157.50
000079,2004-01-09,010955,62.09,5.12,67.21
000080,2004-01-12,012310,206.96,17.07,224.03
000081,2004-01-08,013507,289.60,23.89,313.49
000082,2004-01-07,007706,311.14,25.67,336.81
000083,2004-01-17,004940,89.86,7.41,97.27
000084,2004-01-20,005329,85.90,7.09,92.99
000085,2004-01-31,013076,257.81,21.27,279.08
000086,2004-01-25,002777,282.12,23.27,305.39
000087,2004-01-04,003345,310.36,25.60,335.96
000088,2004-01-25,017189,129.08,10.65,139.73
000089,2004-01-29,002284,0.02,0.00,0.02
000090,2004-01-21,009578,285.28,23.54,308.82
000091,2004-01-04,002023,234.00,19.30,253.31
000092,2004-01-24,019791,102.60,8.46,111.06
000093,2004-01-26,007879,277.00,22.85,299.85
000094,2004-01-02,018507,227.24,18.75,245.99
000095,2004-01-04,005134,355.34,29.32,384.66
000096,2004-01-23,000931,387.69,31.98,419.67
000097,2004-01-17,004986,258.74,21.35,280.09
000098,2004-01-13,009623,33.76,2.79,36.55
000099,2004-01-17,007907,395.80,32.65,428.45
000100,2004-01-13,011368,22.17,1.83,24.00
000101,2004-01-02,010792,131.74,10.87,142.61
000102,2004-01-21,014140,373.28,30.80,404.08
000103,2004-01-16,008779,104.76,8.64,113.40
000104,2004-01-25,017236,245.22,20.23,265.45
000105,2004-01-31,010381,245.31,20.24,265.55
000106,2004-01-19,007022,194.19,16.02,210.21
000107,2004-01-02,016437,142.47,11.75,154.22
000108,2004-01-22,010804,249.20,20.56,269.76
000109,2004-01-17,018937,317.51,26.19,343.70
000110,2004-01-23,010107,200.01,16.50,216.51
000111,2004-01-24,001041,71.59,5.91,77.50
000112,2004-01-12,012608,120.89,9.97,130.86
000113,2004-01-04,013955,303.91,25.07,328.98
000114,2004-01-04,016702,185.09,15.27,200.36
000115,2004-01-24,005352,130.68,10.78,141.46
000116,2004-01-22,003929,59.96,4.95,64.91
000117,2004-01-06,017259,380.83,31.42,412.25
000118,2004-01-26,018326,231.99,19.14,251.13
000119,2004-01-06,016458,343.80,28.36,372.16
000120,2004-01-21,016542,40.58,3.35,43.93
000121,2004-01-19,003318,390.72,32.23,422.95
000122,2004-01-12,019640,18.00,1.49,19.48
000123,2004-01-07,006946,184.31,15.21,199.52
000124,2004-01-15,002652,372.27,30.71,402.98
000125,2004-01-27,019913,363.88,30.02,393.90
000126,2004-01-29,016933,132.88,10.96,143.84
000127,2004-01-04,005824,229.24,18.91,248.15
000128,2004-01-05,012742,198.31,16.36,214.67
000129,2004-01-05,017278,159.63,13.17,172.80
000130,2004-01-06,005159,179.61,14.82,194.43
000131,2004-01-01,000351,81.68,6.74,88.42
000132,2004-01-27,019182,285.01,23.51,308.52
000133,2004-01-04,009124,395.35,32.62,427.97
000134,2004-01-14,006511,37.97,3.13,41.10
000135,2004-01-28,014524,339.95,28.05,368.00
000136,2004-01-06,000952,374.12,30.86,404.98
000137,2004-01-25,010156,79.85,6.59,86.44
000138,2004-01-30,005066,63.21,5.21,68.42
000139,2004-01-21,002176,368.20,30.38,398.58
000140,2004-01-16,013554,34.43,2.84,37.27
000141,2004-01-28,001060,20.75,1.71,22.46
000142,2004-01-03,000971,220.68,18.21,238.89
000143,2004-01-26,010315,201.99,16.66,218.65
000144,2004-01-23,013220,135.58,11.19,146.77
000145,2004-01-19,000123,19.98,1.65,21.63
000146,2004-01-29,009986,269.66,22.25,291.91
000147,2004-01-16,005657,120.11,9.91,130.02
000148,2004-01-17,016216,362.04,29.87,391.91
000149,2004-01-19,008933,24.83,2.05,26.88
000150,2004-01-24,017457,122.95,10.14,133.09
000151,2004-01-30,000663,239.52,19.76,259.28
000152,2004-01-06,018206,275.81,22.75,298.56
000153,2004-01-18,011606,69.30,5.72,75.02
000154,2004-01-09,008154,226.65,18.70,245.35
000155,2004-01-26,013131,39.01,3.22,42.23
000156,2004-01-16,019505,126.78,10.46,137.24
000157,2004-01-05,004730,300.02,24.75,324.77
000158,2004-01-15,017109,192.95,15.92,208.87
000159,2004-01-24,008495,25.18,2.08,27.26
000160,2004-01-31,013993,396.44,32.71,429.15
000161,2004-01-04,018573,242.35,19.99,262.34
000162,2004-01-09,010908,85.24,7.03,92.27
000163,2004-01-20,004117,343.88,28.37,372.25
000164,2004-01-18,017784,159.10,13.13,172.23
000165,2004-01-09,017289,167.52,13.82,181.34
000166,2004-01-21,017710,37.64,3.11,40.75
000167,2004-01-12,008405,302.28,24.94,327.22
000168,2004-01-02,002265,375.65,30.99,406.64
000169,2004-01-23,005612,50.18,4.14,54.32
000170,2004-01-08,009528,94.43,7.79,102.22
000171,2004-01-10,005957,270.31,22.30,292.61
000172,2004-01-10,013183,285.64,23.57,309.21
000173,2004-01-29,004120,359.56,29.66,389.22
000174,2004-01-12,007059,66.71,5.50,72.21
000175,2004-01-27,005688,122.23,10.08,132.31
000176,2004-01-08,014079,363.11,29.96,393.07
000177,2004-01-03,014895,215.29,17.76,233.05
000178,2004-01-24,001044,391.27,32.28,423.55
000179,2004-01-09,001509,269.12,22.20,291.32
000180,2004-01-07,015435,293.03,24.17,317.20
000181,2004-01-31,002474,52.50,4.33,56.83
000182,2004-01-15,019018,316.19,26.09,342.28
000183,2004-01-21,000119,108.45,8.95,117.40
000184,2004-01-21,012324,311.85,25.73,337.58
000185,2004-01-13,007233,11.51,0.95,12.46
000186,2004-01-28,016093,158.40,13.07,171.47
000187,2004-01-03,002282,325.17,26.83,352.00
000188,2004-01-28,005219,345.61,28.51,374.12
000189,2004-01-25,008185,3.56,0.29,3.85
000190,2004-01-12,001756,145.88,12.04,157.92
000191,2004-01-03,007051,290.91,24.00,314.91
000192,2004-01-05,014063,375.30,30.96,406.26
000193,2004-01-28,001108,290.63,23.98,314.61
000194,2004-01-13,013013,112.19,9.26,121.45
000195,2004-01-29,019836,211.24,17.43,228.67
000196,2004-01-04,009560,184.45,15.22,199.67
000197,2004-01-22,011433,267.28,22.05,289.33
000198,2004-01-10,013901,369.56,30.49,400.05
000199,2004-01-04,004424,27.53,2.27,29.80
000200,2004-01-10,013076,3.75,0.31,4.06
000201,2004-01-28,001876,67.84,5.60,73.44
000202,2004-01-24,002028,90.16,7.44,97.60
000203,2004-01-14,007742,307.95,25.41,333.36
000204,2004-01-19,016170,353.56,29.17,382.73
000205,2004-01-28,015058,187.40,15.46,202.86
000206,2004-01-05,009924,304.09,25.09,329.18
000207,2004-01-26,006453,90.75,7.49,98.24
000208,2004-01-07,006431,254.87,21.03,275.90
000209,2004-01-26,019260,296.50,24.46,320.96
000210,2004-01-23,007578,62.73,5.18,67.91
000211,2004-01-03,015564,397.42,32.79,430.21
000212,2004-01-20,002822,395.04,32.59,427.63
000213,2004-01-17,012290,23.51,1.94,25.45
000214,2004-01-07,008069,331.61,27.36,358.97
000215,2004-01-27,015785,195.20,16.10,211.30
000216,2004-01-15,008160,255.13,21.05,276.18
000217,2004-01-16,004814,388.43,32.05,420.48
000218,2004-01-17,011609,40.72,3.36,44.08
000219,2004-01-18,008205,399.86,32.99,432.85
000220,2004-01-08,011791,309.75,25.55,335.30
000221,2004-01-19,018631,10.13,0.84,10.97
000222,2004-01-11,013199,265.36,21.89,287.25
000223,2004-01-18,012340,322.00,26.57,348.56
000224,2004-01-05,000078,330.24,27.24,357.48
000225,2004-01-23,006196,326.66,26.95,353.61
000226,2004-01-08,010432,20.96,1.73,22.69
000227,2004-01-08,013953,375.97,31.02,406.99
000228,2004-01-21,016074,160.63,13.25,173.88
000229,2004-01-27,015328,286.03,23.60,309.63
000230,2004-01-29,019989,24.34,2.01,26.35
000231,2004-01-18,001271,343.88,28.37,372.25
000232,2004-01-24,002634,200.48,16.54,217.02
000233,2004-01-04,001686,379.29,31.29,410.58
000234,2004-01-25,005751,194.14,16.02,210.16
000235,2004-01-23,013707,179.03,14.77,193.80
000236,2004-01-20,011518,152.22,12.56,164.78
000237,2004-01-18,013392,5.43,0.45,5.88
000238,2004-01-16,018916,236.26,19.49,255.75
000239,2004-01-27,015234,32.85,2.71,35.56
000240,2004-01-31,007989,171.68,14.16,185.84
000241,2004-01-24,003340,246.34,20.32,266.66
000242,2004-01-17,014552,163.88,13.52,177.40
000243,2004-01-26,006958,286.82,23.66,310.48
000244,2004-01-07,005311,373.33,30.80,404.13
000245,2004-01-07,019485,394.24,32.52,426.76
000246,2004-01-10,002884,73.40,6.06,79.46
000247,2004-01-14,006463,177.29,14.63,191.92
000248,2004-01-06,002718,251.05,20.71,271.76
000249,2004-01-29,006782,378.59,31.23,409.82
000250,2004-01-15,006957,322.05,26.57,348.62
000251,2004-01-22,008116,395.41,32.62,428.03
000252,2004-01-26,016809,351.46,29.00,380.46
000253,2004-01-13,013398,111.55,9.20,120.75
000254,2004-01-05,000376,333.69,27.53,361.22
000255,2004-01-30,011048,15.90,1.31,17.21
000256,2004-01-30,009456,293.28,24.20,317.48
000257,2004-01-11,014245,85.77,7.08,92.85
000258,2004-01-15,012926,72.85,6.01,78.86
000259,2004-01-20,001829,7.69,0.63,8.32
000260,2004-01-11,005965,206.34,17.02,223.36
000261,2004-01-15,007581,228.64,18.86,247.50
000262,2004-01-25,013285,338.66,27.94,366.60
000263,2004-01-23,002405,168.58,13.91,182.49
000264,2004-01-21,013048,329.95,27.22,357.17
000265,2004-01-09,007830,221.16,18.25,239.41
000266,2004-01-08,008342,95.38,7.87,103.25
000267,2004-01-27,016022,14.30,1.18,15.48
000268,2004-01-02,019232,26.67,2.20,28.87
000269,2004-01-30,005117,268.88,22.18,291.06
000270,2004-01-01,003521,31.86,2.63,34.49
000271,2004-01-09,008757,35.22,2.91,38.13
000272,2004-01-17,015368,188.09,15.52,203.61
000273,2004-01-07,009672,206.09,17.00,223.09
000274,2004-01-11,013593,224.08,18.49,242.57
000275,2004-01-07,006361,260.83,21.52,282.35
000276,2004-01-24,009038,363.74,30.01,393.75
000277,2004-01-07,014566,240.93,19.88,260.81
000278,2004-01-14,004875,342.46,28.25,370.71
000279,2004-01-01,014331,9.04,0.75,9.79
000280,2004-01-08,011075,310.84,25.64,336.48
000281,2004-01-26,008761,79.56,6.56,86.12
000282,2004-01-13,010014,231.56,19.10,250.66
000283,2004-01-02,015101,87.26,7.20,94.46
000284,2004-01-09,019331,97.00,8.00,105.00
000285,2004-01-16,013066,376.11,31.03,407.14
000286,2004-01-08,004387,391.82,32.33,424.15
000287,2004-01-07,019784,6.49,0.54,7.03
000288,2004-01-06,011617,397.86,32.82,430.68
000289,2004-01-15,012178,166.28,13.72,180.00
000290,2004-01-09,008069,267.63,22.08,289.71
000291,2004-01-28,001072,54.24,4.47,58.71
000292,2004-01-21,007361,31.38,2.59,33.97
000293,2004-01-05,019095,297.03,24.50,321.53
000294,2004-01-13,007090,62.67,5.17,67.84
000295,2004-01-01,003099,361.87,29.85,391.72
000296,2004-01-15,016553,7.12,0.59,7.71
000297,2004-01-26,019862,195.64,16.14,211.78
000298,2004-01-28,015789,143.12,11.81,154.93
000299,2004-01-05,016181,262.60,21.66,284.26
000300,2004-01-17,012847,272.72,22.50,295.22
000301,2004-01-05,014440,98.24,8.10,106.34
000302,2004-01-09,016940,132.42,10.92,143.34
000303,2004-01-24,018535,0.91,0.08,0.99
000304,2004-01-01,011914,58.92,4.86,63.78
000305,2004-01-01,017738,397.26,32.77,430.03
000306,2004-01-28,018602,127.73,10.54,138.27
000307,2004-01-18,011769,48.24,3.98,52.22
000308,2004-01-14,000160,343.93,28.37,372.30
000309,2004-01-07,018914,46.32,3.82,50.14
000310,2004-01-10,015413,151.17,12.47,163.64
000311,2004-01-30,005599,76.75,6.33,83.08
000312,2004-01-17,012027,162.21,13.38,175.59
000313,2004-01-19,007472,55.55,4.58,60.13
000314,2004-01-06,007687,378.25,31.21,409.46
000315,2004-01-05,014465,281.59,23.23,304.82
000316,2004-01-25,005659,142.55,11.76,154.31
000317,2004-01-15,013315,266.57,21.99,288.56
000318,2004-01-08,014667,280.16,23.11,303.27
000319,2004-01-20,013437,141.94,11.71,153.65
000320,2004-01-24,004985,129.24,10.66,139.90
000321,2004-01-02,019809,237.86,19.62,257.48
000322,2004-01-31,018452,297.84,24.57,322.41
000323,2004-01-11,015575,271.71,22.42,294.13
000324,2004-01-11,013195,187.84,15.50,203.34
000325,2004-01-15,013173,152.15,12.55,164.70
000326,2004-01-21,019981,144.71,11.94,156.65
000327,2004-01-29,003622,317.08,26.16,343.24
000328,2004-01-22,007671,296.85,24.49,321.34
000329,2004-01-03,013861,290.47,23.96,314.43
000330,2004-01-11,019857,183.97,15.18,199.15
000331,2004-01-02,017795,101.14,8.34,109.48
000332,2004-01-11,005064,338.41,27.92,366.33
000333,2004-01-29,000160,193.09,15.93,209.02
000334,2004-01-28,016649,75.74,6.25,81.99
000335,2004-01-29,018217,29.94,2.47,32.41
000336,2004-01-30,005606,103.98,8.58,112.56
000337,2004-01-03,006967,116.32,9.60,125.92
000338,2004-01-03,016697,14.22,1.17,15.39
000339,2004-01-27,009626,242.02,19.97,261.99
000340,2004-01-09,002904,59.53,4.91,64.44
000341,2004-01-08,019587,322.97,26.65,349.62
000342,2004-01-10,009688,112.82,9.31,122.13
000343,2004-01-07,005526,39.57,3.26,42.83
000344,2004-01-10,001349,361.26,29.80,391.06
000345,2004-01-11,016417,242.78,20.03,262.81
000346,2004-01-10,000136,206.56,17.04,223.60
000347,2004-01-20,004522,225.56,18.61,244.17
000348,2004-01-24,016536,339.09,27.97,367.06
000349,2004-01-21,005066,206.60,17.04,223.64
000350,2004-01-22,002905,371.61,30.66,402.27
000351,2004-01-23,008064,6.29,0.52,6.81
000352,2004-01-10,000444,93.93,7.75,101.68
000353,2004-01-10,001199,297.17,24.52,321.69
000354,2004-01-12,013022,286.50,23.64,310.14
000355,2004-01-03,011155,63.96,5.28,69.24
000356,2004-01-23,002088,260.72,21.51,282.23
000357,2004-01-10,005109,266.16,21.96,288.12
000358,2004-01-27,013337,217.76,17.97,235.73
000359,2004-01-03,010388,237.02,19.55,256.57
000360,2004-01-15,006030,254.71,21.01,275.72
000361,2004-01-20,003611,324.89,26.80,351.69
000362,2004-01-27,004654,67.54,5.57,73.11
000363,2004-01-26,019387,298.46,24.62,323.08
000364,2004-01-24,012482,28.07,2.32,30.39
000365,2004-01-27,006405,315.23,26.01,341.24
000366,2004-01-22,000250,317.52,26.20,343.72
000367,2004-01-04,006817,147.22,12.15,159.37
000368,2004-01-15,017740,31.53,2.60,34.13
000369,2004-01-20,005131,84.50,6.97,91.47
000370,2004-01-17,008987,291.60,24.06,315.66
000371,2004-01-02,011905,117.21,9.67,126.88
000372,2004-01-14,000424,372.36,30.72,403.08
000373,2004-01-21,018458,276.55,22.82,299.37
000374,2004-01-02,011663,297.77,24.57,322.34
000375,2004-01-03,007270,101.19,8.35,109.54
000376,2004-01-24,010634,153.13,12.63,165.76
000377,2004-01-29,007012,34.41,2.84,37.25
000378,2004-01-12,018339,266.14,21.96,288.10
000379,2004-01-14,000013,227.45,18.76,246.21
000380,2004-01-23,001411,6.78,0.56,7.34
000381,2004-01-16,003493,154.93,12.78,167.71
000382,2004-01-04,015605,218.01,17.99,236.00
000383,2004-01-27,010739,223.47,18.44,241.91
