000001,000138,000009
000002,000118,000019
000003,000228,000011
000004,000279,000012
000005,000382,000013
000006,000109,000014
000007,000090,000010
000008,000357,000006
000009,000215,000027
000010,000105,000016
000011,000080,000005
000012,000022,000013
000013,000064,000011
000014,000136,000014
000015,000343,000009
000016,000481,000008
000017,000114,000013
000018,000189,000009
000019,000389,000007
000020,000131,000009
000021,000443,000010
000022,000172,000006
000023,000122,000010
000024,000018,000017
000025,000461,000015
000026,000210,000023
000027,000270,000013
000028,000410,000037
000029,000438,000023
000030,000150,000005
000031,000158,000021
000032,000075,000006
000033,000268,000018
000034,000386,000008
000035,000355,000017
000036,000149,000016
000037,000496,000014
000038,000445,000007
000039,000006,000014
000040,000211,000011
000041,000050,000006
000042,000086,000016
000043,000233,000013
000044,000115,000008
000045,000222,000007
000046,000075,000015
000047,000095,000017
000048,000336,000013
000049,000265,000012
000050,000484,000016
000051,000467,000015
000052,000207,000028
000053,000156,000011
000054,000089,000011
000055,000226,000016
000056,000116,000009
000057,000300,000013
000058,000496,000007
000059,000025,000017
000060,000237,000011
000061,000145,000006
000062,000183,000009
000063,000313,000013
000064,000413,000008
000065,000069,000011
000066,000167,000020
000067,000062,000010
000068,000065,000003
000069,000112,000010
000070,000068,000006
000071,000276,000016
000072,000162,000008
000073,000154,000007
000074,000008,000008
000075,000277,000009
000076,000376,000009
000077,000084,000020
000078,000372,000003
000079,000212,000018
000080,000349,000015
000081,000356,000007
000082,000178,000017
000083,000056,000013
000084,000011,000009
000085,000268,000016
000086,000282,000028
000087,000128,000018
000088,000067,000016
000089,000277,000015
000090,000153,000006
000091,000304,000018
000092,000423,000016
000093,000337,000006
000094,000116,000009
000095,000336,000010
000096,000407,000024
000097,000283,000009
000098,000398,000010
000099,000472,000003
000100,000395,000004
000101,000466,000008
000102,000247,000006
000103,000057,000009
000104,000120,000011
000105,000255,000015
000106,000334,000019
000107,000496,000020
000108,000340,000010
000109,000206,000006
000110,000208,000004
000111,000188,000011
000112,000061,000013
000113,000386,000007
000114,000244,000013
000115,000073,000006
000116,000154,000012
000117,000026,000014
000118,000201,000012
000119,000221,000001
000120,000303,000007
000121,000355,000018
000122,000024,000006
000123,000226,000003
000124,000192,000015
000125,000141,000012
000126,000061,000014
000127,000098,000009
000128,000425,000011
000129,000460,000012
000130,000069,000015
000131,000319,000013
000132,000426,000015
000133,000316,000013
000134,000377,000022
000135,000045,000007
000136,000071,000011
000137,000210,000008
000138,000041,000014
000139,000411,000004
000140,000416,000004
000141,000249,000003
000142,000099,000010
000143,000478,000004
000144,000135,000012
000145,000344,000010
000146,000050,000008
000147,000289,000018
000148,000370,000009
000149,000252,000008
000150,000009,000016
000151,000173,000007
000152,000106,000008
000153,000034,000007
000154,000399,000007
000155,000298,000020
000156,000175,000007
000157,000461,000012
000158,000396,000006
000159,000099,000016
000160,000420,000010
000161,000466,000009
000162,000419,000009
000163,000346,000020
000164,000281,000007
000165,000296,000016
000166,000391,000007
000167,000353,000011
000168,000005,000002
000169,000432,000014
000170,000264,000008
000171,000422,000009
000172,000181,000010
000173,000363,000007
000174,000399,000011
000175,000316,000017
000176,000206,000017
000177,000450,000002
000178,000105,000010
000179,000076,000014
000180,000201,000016
000181,000115,000009
000182,000249,000010
000183,000308,000005
000184,000150,000014
000185,000148,000017
000186,000106,000009
000187,000325,000011
000188,000108,000021
000189,000002,000009
000190,000425,000005
000191,000028,000013
000192,000468,000004
000193,000344,000011
000194,000374,000016
000195,000249,000021
000196,000139,000015
000197,000265,000009
000198,000102,000012
000199,000145,000012
000200,000197,000015
000201,000366,000005
000202,000066,000022
000203,000378,000011
000204,000228,000014
000205,000466,000013
000206,000194,000017
000207,000435,000011
000208,000415,000018
000209,000299,000010
000210,000010,000007
000211,000116,000013
000212,000415,000005
000213,000259,000012
000214,000425,000013
000215,000064,000013
000216,000407,000013
000217,000030,000009
000218,000390,000014
000219,000015,000010
000220,000032,000006
000221,000314,000028
000222,000044,000023
000223,000000,000014
000224,000158,000015
000225,000418,000013
000226,000249,000014
000227,000298,000014
000228,000182,000015
000229,000351,000016
000230,000443,000011
000231,000380,000007
000232,000216,000012
000233,000009,000011
000234,000257,000013
000235,000445,000007
000236,000476,000009
000237,000452,000007
000238,000379,000013
000239,000391,000011
000240,000250,000011
000241,000390,000011
000242,000006,000011
000243,000165,000016
000244,000149,000012
000245,000431,000015
000246,000229,000006
000247,000056,000003
000248,000462,000012
000249,000118,000007
000250,000071,000021
000251,000494,000002
000252,000433,000032
000253,000115,000008
000254,000494,000006
000255,000090,000027
000256,000033,000004
000257,000243,000011
000258,000389,000003
000259,000216,000015
000260,000094,000019
000261,000331,000004
000262,000095,000011
000263,000311,000005
000264,000341,000014
000265,000352,000006
000266,000255,000005
000267,000316,000018
000268,000304,000019
000269,000134,000008
000270,000206,000009
000271,000053,000008
000272,000023,000009
000273,000212,000015
000274,000219,000006
000275,000172,000015
000276,000143,000008
000277,000448,000012
000278,000228,000009
000279,000104,000015
000280,000065,000024
000281,000300,000012
000282,000098,000002
000283,000499,000018
000284,000416,000013
000285,000092,000014
000286,000088,000015
000287,000449,000008
000288,000335,000016
000289,000477,000014
000290,000165,000004
000291,000430,000009
000292,000308,000016
000293,000260,000008
000294,000240,000010
000295,000148,000011
000296,000112,000022
000297,000495,000005
000298,000465,000021
000299,000416,000018
000300,000129,000024
000301,000170,000011
000302,000470,000010
000303,000153,000018
000304,000383,000007
000305,000188,000013
000306,000325,000028
000307,000026,000017
000308,000135,000016
000309,000053,000015
000310,000131,000005
000311,000201,000007
000312,000354,000010
000313,000229,000013
000314,000199,000012
000315,000269,000004
000316,000321,000020
000317,000288,000020
000318,000218,000008
000319,000156,000011
000320,000265,000010
000321,000383,000020
000322,000086,000022
000323,000073,000012
000324,000143,000015
000325,000326,000016
000326,000222,000008
000327,000255,000003
000328,000321,000012
000329,000186,000018
000330,000171,000009
